timing,task
1,6,2,5,4,3,2,6
2,6,2,5,4,1,2,6
5,6,2,1,4,3,2,6
7,6,2,5,4,3,1,2,6
17,6,2,5,3,4,1,2,6
4,6,2,3,4,1,2,6
3,6,2,3,4,5,2,6
6,6,2,1,4,5,2,6
8,6,2,1,4,3,5,2,6
12,6,2,3,5,4,1,3,2,6
13,6,2,3,4,1,3,5,2,6
9,6,2,1,3,5,2,6
1,6,2,5,4,3,2,6
2,6,2,5,4,1,2,6
5,6,2,1,4,3,2,6
7,6,2,5,4,3,1,2,6
17,6,2,5,3,4,1,2,6
4,6,2,3,4,1,2,6
3,6,2,3,4,5,2,6
6,6,2,1,4,5,2,6
8,6,2,1,4,3,5,2,6
12,6,2,3,5,4,1,3,2,6
13,6,2,3,4,1,3,5,2,6
9,6,2,1,3,5,2,6
1,6,2,5,4,3,2,6
2,6,2,5,4,1,2,6
5,6,2,1,4,3,2,6
7,6,2,5,4,3,1,2,6
17,6,2,5,3,4,1,2,6
4,6,2,3,4,1,2,6
3,6,2,3,4,5,2,6
6,6,2,1,4,5,2,6
8,6,2,1,4,3,5,2,6
12,6,2,3,5,4,1,3,2,6
13,6,2,3,4,1,3,5,2,6
9,6,2,1,3,5,2,6
1,6,2,5,4,3,2,6
2,6,2,5,4,1,2,6
5,6,2,1,4,3,2,6
7,6,2,5,4,3,1,2,6
17,6,2,5,3,4,1,2,6
4,6,2,3,4,1,2,6
3,6,2,3,4,5,2,6
6,6,2,1,4,5,2,6
8,6,2,1,4,3,5,2,6
12,6,2,3,5,4,1,3,2,6
13,6,2,3,4,1,3,5,2,6
9,6,2,1,3,5,2,6